"opti_hab","therm_hab","opti_therm_hab","DateTime"
1633487383.17716,30792953304.2631,1633487383.17716,1980-06-01
1692564870.30457,30792953304.2631,1692564870.30457,1980-06-02
1765688447.81143,30792953304.2631,1765688447.81143,1980-06-03
1496430999.63521,30792953304.2631,1496430999.63521,1980-06-04
1648106586.20181,30792953304.2631,1648106586.20181,1980-06-05
1752187951.11843,30792953304.2631,1752187951.11843,1980-06-06
1773448916.36044,30792953304.2631,1773448916.36044,1980-06-07
2213497311.82863,30792953304.2631,2213497311.82863,1980-06-08
2037205386.59111,30792953304.2631,2037205386.59111,1980-06-09
1794191647.52151,30792953304.2631,1794191647.52151,1980-06-10
1652590511.82827,30792953304.2631,1652590511.82827,1980-06-11
1511520189.12454,30792953304.2631,1511520189.12454,1980-06-12
1740650172.15961,30792953304.2631,1740650172.15961,1980-06-13
2103680446.9874,30792953304.2631,2103680446.9874,1980-06-14
1868138248.05244,30792953304.2631,1868138248.05244,1980-06-15
1701115061.9241,30792953304.2631,1701115061.9241,1980-06-16
1685883081.4014,30792953304.2631,1685883081.4014,1980-06-17
1771438785.44747,30792953304.2631,1771438785.44747,1980-06-18
2291098766.52588,30792953304.2631,2291098766.52588,1980-06-19
2186744378.89144,30792953304.2631,2186744378.89144,1980-06-20
1914093954.53786,30792953304.2631,1914093954.53786,1980-06-21
1860037017.60517,30792953304.2631,1860037017.60517,1980-06-22
1728710564.47919,30792953304.2631,1728710564.47919,1980-06-23
1744597677.27444,30792953304.2631,1744597677.27444,1980-06-24
1782470371.74069,30792953304.2631,1782470371.74069,1980-06-25
1822533856.5711,30792953304.2631,1822533856.5711,1980-06-26
1823870387.69279,30792953304.2631,1823870387.69279,1980-06-27
1956638215.08196,30792953304.2631,1956638215.08196,1980-06-28
2060826150.97145,30792953304.2631,2060826150.97145,1980-06-29
2071527613.34557,30792953304.2631,2071527613.34557,1980-06-30
2304663440.08558,30792953304.2631,2304663440.08558,1980-07-01
2178465339.44808,30792953304.2631,2178465339.44808,1980-07-02
1937000492.7733,30792953304.2631,1937000492.7733,1980-07-03
1934717024.71165,30792953304.2631,1934717024.71165,1980-07-04
2096143831.0579,30792953304.2631,2096143831.0579,1980-07-05
2123840521.137,30792953304.2631,2123840521.137,1980-07-06
2029857528.79695,30792953304.2631,2029857528.79695,1980-07-07
2079702891.20358,30792953304.2631,2079702891.20358,1980-07-08
2198009538.76197,30792953304.2631,2198009538.76197,1980-07-09
2283884026.87853,30792953304.2631,2283884026.87853,1980-07-10
2217758454.05244,30792953304.2631,2217758454.05244,1980-07-11
2343539573.61523,30792953304.2631,2343539573.61523,1980-07-12
2374435735.9537,30395582659.1335,2373331928.60611,1980-07-13
2599579875.17925,30792953304.2631,2599579875.17925,1980-07-14
3299966773.74826,30792953304.2631,3299966773.74826,1980-07-15
2968655196.79449,30792953304.2631,2968655196.79449,1980-07-16
2630653813.48797,30792953304.2631,2630653813.48797,1980-07-17
2648036077.15146,30792953304.2631,2648036077.15146,1980-07-18
2728322431.48665,30792953304.2631,2728322431.48665,1980-07-19
2854208904.77052,30792953304.2631,2854208904.77052,1980-07-20
2860623128.44468,30792953304.2631,2860623128.44468,1980-07-21
3356314199.03712,30792953304.2631,3356314199.03712,1980-07-22
3712697216.25196,30792953304.2631,3712697216.25196,1980-07-23
3005250279.40403,30792953304.2631,3005250279.40403,1980-07-24
2865597958.61925,30792953304.2631,2865597958.61925,1980-07-25
2945095262.28893,30792953304.2631,2945095262.28893,1980-07-26
3169510100.91386,30792953304.2631,3169510100.91386,1980-07-27
3214725312.65818,30792953304.2631,3214725312.65818,1980-07-28
3172593083.21148,30792953304.2631,3172593083.21148,1980-07-29
3281971084.99209,30792953304.2631,3281971084.99209,1980-07-30
3258466611.15769,30792953304.2631,3258466611.15769,1980-07-31
3302902259.81174,26360508210.435,3170973518.71945,1980-08-01
3447519540.96281,30792953304.2631,3447519540.96281,1980-08-02
3715583654.28541,30792953304.2631,3715583654.28541,1980-08-03
3807655579.89977,30792953304.2631,3807655579.89977,1980-08-04
3968972949.27258,30792953304.2631,3968972949.27258,1980-08-05
4811044386.57232,30792953304.2631,4811044386.57232,1980-08-06
5102578278.13135,30792953304.2631,5102578278.13135,1980-08-07
5918610913.44368,30792953304.2631,5918610913.44368,1980-08-08
5428152174.55151,30792953304.2631,5428152174.55151,1980-08-09
5484449973.13265,30792953304.2631,5484449973.13265,1980-08-10
6347972599.24698,30792953304.2631,6347972599.24698,1980-08-11
5465943082.65004,30792953304.2631,5465943082.65004,1980-08-12
5370658468.61086,30792953304.2631,5370658468.61086,1980-08-13
6033841147.33958,30792953304.2631,6033841147.33958,1980-08-14
6004102183.46741,30792953304.2631,6004102183.46741,1980-08-15
5728388939.89763,30792953304.2631,5728388939.89763,1980-08-16
6909823062.94948,30792953304.2631,6909823062.94948,1980-08-17
7804219302.23396,30792953304.2631,7804219302.23396,1980-08-18
6138400664.39718,30792953304.2631,6138400664.39718,1980-08-19
5657722442.69494,30792953304.2631,5657722442.69494,1980-08-20
6582064671.55505,30792953304.2631,6582064671.55505,1980-08-21
6562233484.71876,30792953304.2631,6562233484.71876,1980-08-22
5784442538.24368,30792953304.2631,5784442538.24368,1980-08-23
5997126613.5827,30792953304.2631,5997126613.5827,1980-08-24
6409317970.10642,30792953304.2631,6409317970.10642,1980-08-25
6804929104.55217,30792953304.2631,6804929104.55217,1980-08-26
7521143043.96859,30792953304.2631,7521143043.96859,1980-08-27
7634686730.42165,30792953304.2631,7634686730.42165,1980-08-28
6611231852.19825,30792953304.2631,6611231852.19825,1980-08-29
6315720643.68562,30792953304.2631,6315720643.68562,1980-08-30
6533680898.06985,30792953304.2631,6533680898.06985,1980-08-31
7173256939.53448,30792953304.2631,7173256939.53448,1980-09-01
7325753390.32845,30792953304.2631,7325753390.32845,1980-09-02
6480182559.63657,30792953304.2631,6480182559.63657,1980-09-03
6253796005.41465,30792953304.2631,6253796005.41465,1980-09-04
6225360599.19653,30792953304.2631,6225360599.19653,1980-09-05
5808166226.33323,30792953304.2631,5808166226.33323,1980-09-06
5886009532.1037,30792953304.2631,5886009532.1037,1980-09-07
5907726855.87488,30792953304.2631,5907726855.87488,1980-09-08
6105173449.28986,30792953304.2631,6105173449.28986,1980-09-09
