"opti_hab","therm_hab","opti_therm_hab","DateTime"
1833419382.60747,30792953304.2631,1833419382.60747,1980-06-26
1846799497.16993,30792953304.2631,1846799497.16993,1980-06-27
1979266670.31696,30792953304.2631,1979266670.31696,1980-06-28
2073987890.11561,30792953304.2631,2073987890.11561,1980-06-29
2094947643.38187,30792953304.2631,2094947643.38187,1980-06-30
2327002606.23097,30792953304.2631,2327002606.23097,1980-07-01
2195811534.3006,30792953304.2631,2195811534.3006,1980-07-02
1952427710.02388,30792953304.2631,1952427710.02388,1980-07-03
1952653874.21775,30792953304.2631,1952653874.21775,1980-07-04
2114968919.35839,30792953304.2631,2114968919.35839,1980-07-05
2143199889.9946,30792953304.2631,2143199889.9946,1980-07-06
2056604905.4599,30792953304.2631,2056604905.4599,1980-07-07
2094897109.20634,30792953304.2631,2094897109.20634,1980-07-08
2225235086.45503,30792953304.2631,2225235086.45503,1980-07-09
2300384469.62738,30792953304.2631,2300384469.62738,1980-07-10
2238706328.70312,30792953304.2631,2238706328.70312,1980-07-11
2362468067.66582,30792953304.2631,2362468067.66582,1980-07-12
2390022497.41181,30792953304.2631,2390022497.41181,1980-07-13
2618977284.13694,30792953304.2631,2618977284.13694,1980-07-14
3325525755.24441,30792953304.2631,3325525755.24441,1980-07-15
2996907406.53713,30792953304.2631,2996907406.53713,1980-07-16
2659273060.38498,30792953304.2631,2659273060.38498,1980-07-17
2669151176.05818,30792953304.2631,2669151176.05818,1980-07-18
2749919721.90949,30792953304.2631,2749919721.90949,1980-07-19
2876834516.55575,30792953304.2631,2876834516.55575,1980-07-20
2884139162.34514,30792953304.2631,2884139162.34514,1980-07-21
3384862331.17941,30792953304.2631,3384862331.17941,1980-07-22
3746923129.83684,30792953304.2631,3746923129.83684,1980-07-23
3021400581.77786,30792953304.2631,3021400581.77786,1980-07-24
2878352389.19722,30792953304.2631,2878352389.19722,1980-07-25
2964477788.88671,30792953304.2631,2964477788.88671,1980-07-26
3190028631.69401,30792953304.2631,3190028631.69401,1980-07-27
3240083933.39675,30792953304.2631,3240083933.39675,1980-07-28
3195225432.02093,30792953304.2631,3195225432.02093,1980-07-29
3304942910.84107,30792953304.2631,3304942910.84107,1980-07-30
3286170719.21298,30792953304.2631,3286170719.21298,1980-07-31
3313759679.96926,30792953304.2631,3313759679.96926,1980-08-01
3478134706.63959,30792953304.2631,3478134706.63959,1980-08-02
3739934077.76379,30792953304.2631,3739934077.76379,1980-08-03
3827626639.34578,30792953304.2631,3827626639.34578,1980-08-04
3994068771.83155,30792953304.2631,3994068771.83155,1980-08-05
4829296738.09209,30792953304.2631,4829296738.09209,1980-08-06
5136038617.87941,30792953304.2631,5136038617.87941,1980-08-07
6050415674.41754,30792953304.2631,6050415674.41754,1980-08-08
5457427942.32637,30792953304.2631,5457427942.32637,1980-08-09
5512945661.04087,30792953304.2631,5512945661.04087,1980-08-10
6365751801.8796,30792953304.2631,6365751801.8796,1980-08-11
5500169721.39506,30792953304.2631,5500169721.39506,1980-08-12
5394727727.31554,30792953304.2631,5394727727.31554,1980-08-13
6044565428.00836,30792953304.2631,6044565428.00836,1980-08-14
6009095262.32085,30792953304.2631,6009095262.32085,1980-08-15
5841763222.76912,30792953304.2631,5841763222.76912,1980-08-16
6914006090.28308,30792953304.2631,6914006090.28308,1980-08-17
7816038425.70063,30792953304.2631,7816038425.70063,1980-08-18
6146516450.83207,30792953304.2631,6146516450.83207,1980-08-19
5736645337.54872,30792953304.2631,5736645337.54872,1980-08-20
6586742875.99735,30792953304.2631,6586742875.99735,1980-08-21
6562034186.54969,30792953304.2631,6562034186.54969,1980-08-22
5793281139.32868,30792953304.2631,5793281139.32868,1980-08-23
6000640207.6386,30792953304.2631,6000640207.6386,1980-08-24
6446432970.53551,30792953304.2631,6446432970.53551,1980-08-25
6809470433.56458,30792953304.2631,6809470433.56458,1980-08-26
7523776172.09439,30792953304.2631,7523776172.09439,1980-08-27
7640703306.10945,30792953304.2631,7640703306.10945,1980-08-28
6613565136.19101,30792953304.2631,6613565136.19101,1980-08-29
6318256447.46877,30792953304.2631,6318256447.46877,1980-08-30
6531767778.73334,30792953304.2631,6531767778.73334,1980-08-31
7176280102.65795,30792953304.2631,7176280102.65795,1980-09-01
7331940507.39334,30792953304.2631,7331940507.39334,1980-09-02
6485882317.36114,30792953304.2631,6485882317.36114,1980-09-03
6255801530.64392,30792953304.2631,6255801530.64392,1980-09-04
6225360599.19653,30792953304.2631,6225360599.19653,1980-09-05
5811189389.4567,30792953304.2631,5811189389.4567,1980-09-06
5887167960.81585,30792953304.2631,5887167960.81585,1980-09-07
5907726855.87488,30792953304.2631,5907726855.87488,1980-09-08
6105173449.28986,30792953304.2631,6105173449.28986,1980-09-09
6084715337.24742,30792953304.2631,6084715337.24742,1980-09-10
5967767078.3585,30792953304.2631,5967767078.3585,1980-09-11
7077884051.07346,30792953304.2631,7077884051.07346,1980-09-12
7321915048.06763,30792953304.2631,7321915048.06763,1980-09-13
6906170501.69538,30792953304.2631,6906170501.69538,1980-09-14
6908077669.73416,30792953304.2631,6908077669.73416,1980-09-15
6691012567.43045,30792953304.2631,6691012567.43045,1980-09-16
6395969714.06309,30792953304.2631,6395969714.06309,1980-09-17
7142084537.65535,30792953304.2631,7142084537.65535,1980-09-18
6847059030.0678,30792953304.2631,6847059030.0678,1980-09-19
6619158287.72504,30792953304.2631,6619158287.72504,1980-09-20
6550277496.92357,30792953304.2631,6550277496.92357,1980-09-21
5990000739.74926,30792953304.2631,5990000739.74926,1980-09-22
5933550534.89751,30792953304.2631,5933550534.89751,1980-09-23
6491557017.71635,30792953304.2631,6491557017.71635,1980-09-24
6552347969.7532,30792953304.2631,6552347969.7532,1980-09-25
6506842866.10367,30792953304.2631,6506842866.10367,1980-09-26
6407344000.8077,30792953304.2631,6407344000.8077,1980-09-27
6221315818.91042,30792953304.2631,6221315818.91042,1980-09-28
6491321388.05521,30792953304.2631,6491321388.05521,1980-09-29
6587481096.00956,30792953304.2631,6587481096.00956,1980-09-30
6285715459.76832,30792953304.2631,6285715459.76832,1980-10-01
6019129414.82267,30792953304.2631,6019129414.82267,1980-10-02
6620526850.96065,30792953304.2631,6620526850.96065,1980-10-03
5590857984.82049,30792953304.2631,5590857984.82049,1980-10-04
6476868368.70596,30792953304.2631,6476868368.70596,1980-10-05
6235070605.75509,30792953304.2631,6235070605.75509,1980-10-06
6068282433.09383,30792953304.2631,6068282433.09383,1980-10-07
6038929406.09827,30792953304.2631,6038929406.09827,1980-10-08
6017330984.2979,30792953304.2631,6017330984.2979,1980-10-09
5992702653.0847,30792953304.2631,5992702653.0847,1980-10-10
6373904552.94458,30792953304.2631,6373904552.94458,1980-10-11
6370443698.91989,30792953304.2631,6370443698.91989,1980-10-12
6311290829.45355,0,0,1980-10-13
6104665544.3828,0,0,1980-10-14
6193475993.63566,0,0,1980-10-15
6118824074.94746,0,0,1980-10-16
6134531080.95471,0,0,1980-10-17
5397170210.5048,0,0,1980-10-18
5280110702.93959,0,0,1980-10-19
5913128384.1336,0,0,1980-10-20
6031474025.49087,0,0,1980-10-21
5818242061.17903,0,0,1980-10-22
6031691406.03856,0,0,1980-10-23
5160355605.07041,0,0,1980-10-24
5943173941.59495,0,0,1980-10-25
5821853714.38855,0,0,1980-10-26
5692629591.58525,0,0,1980-10-27
5827095988.38385,0,0,1980-10-28
5597340390.39223,0,0,1980-10-29
5609053480.14838,0,0,1980-10-30
5642984005.91723,0,0,1980-10-31
5635190382.53459,0,0,1980-11-01
5675373511.36322,0,0,1980-11-02
5554377130.68392,0,0,1980-11-03
5599973926.36981,0,0,1980-11-04
5586339293.43408,0,0,1980-11-05
5611638840.97777,0,0,1980-11-06
5473509737.23567,0,0,1980-11-07
5164422270.11706,0,0,1980-11-08
4606941200.71646,0,0,1980-11-09
5266250062.66688,0,0,1980-11-10
5485946077.6107,0,0,1980-11-11
5413827575.9178,0,0,1980-11-12
4418668031.80361,0,0,1980-11-13
4605849917.11782,0,0,1980-11-14
5368906508.78719,0,0,1980-11-15
5279412217.23936,0,0,1980-11-16
5195275712.16751,0,0,1980-11-17
5260402257.08169,0,0,1980-11-18
5255757232.59273,0,0,1980-11-19
5240166462.90078,0,0,1980-11-20
5121057952.39485,0,0,1980-11-21
5135982181.01158,0,0,1980-11-22
5204099583.75047,0,0,1980-11-23
5193771977.24331,0,0,1980-11-24
5076139249.34811,0,0,1980-11-25
5103519455.58056,0,0,1980-11-26
5141309675.20402,0,0,1980-11-27
5133425950.6125,0,0,1980-11-28
5156081340.49426,0,0,1980-11-29
5103402347.25595,0,0,1980-11-30
5105406241.73641,0,0,1980-12-01
4955705858.35651,0,0,1980-12-02
4838180629.54935,0,0,1980-12-03
5074427305.13545,0,0,1980-12-04
5116026285.07897,0,0,1980-12-05
5066443767.3926,0,0,1980-12-06
4954761628.22867,0,0,1980-12-07
5049543142.12122,0,0,1980-12-08
4896348610.337,0,0,1980-12-09
4860484437.20039,0,0,1980-12-10
4834055688.29418,0,0,1980-12-11
5040159106.71051,0,0,1980-12-12
5046774829.66744,0,0,1980-12-13
4506728326.93497,0,0,1980-12-14
4608626642.77626,0,0,1980-12-15
5080871046.07668,0,0,1980-12-16
5134442682.93186,0,0,1980-12-17
4924770377.88466,0,0,1980-12-18
5036183738.01765,0,0,1980-12-19
4406857369.6131,0,0,1980-12-20
4068118572.11789,0,0,1980-12-21
3987098072.45089,0,0,1980-12-22
4457696738.58456,0,0,1980-12-23
4496259264.32644,0,0,1980-12-24
3710203360.80829,0,0,1980-12-25
3747714563.8105,0,0,1980-12-26
3777099568.2799,0,0,1980-12-27
3328203999.30594,0,0,1980-12-28
3465410339.14318,0,0,1980-12-29
3292649671.96903,0,0,1980-12-30
3424735889.77646,0,0,1980-12-31
3541263829.75366,0,0,1981-01-01
3264185596.40777,0,0,1981-01-02
4139809107.5989,0,0,1981-01-03
3953299029.60984,0,0,1981-01-04
2558185931.29568,0,0,1981-01-05
2993216574.09707,0,0,1981-01-06
3084604617.03806,0,0,1981-01-07
2736413230.79209,0,0,1981-01-08
2881686354.04154,0,0,1981-01-09
2696474623.2018,0,0,1981-01-10
2490292997.51696,0,0,1981-01-11
2210876232.09201,0,0,1981-01-12
2627097779.32671,0,0,1981-01-13
3199627381.63384,0,0,1981-01-14
3026322350.30934,0,0,1981-01-15
3379280928.38075,0,0,1981-01-16
3213821305.22815,0,0,1981-01-17
2132307726.94051,0,0,1981-01-18
1904916976.78353,0,0,1981-01-19
1878358551.48657,0,0,1981-01-20
1850924111.00061,0,0,1981-01-21
1820575514.61118,0,0,1981-01-22
1788582967.9316,0,0,1981-01-23
1762403882.34021,0,0,1981-01-24
1766024516.56725,0,0,1981-01-25
1927169984.99232,0,0,1981-01-26
3056215630.78319,0,0,1981-01-27
2267577192.36809,0,0,1981-01-28
2028114618.4691,0,0,1981-01-29
1955204100.3943,0,0,1981-01-30
1535010181.98157,0,0,1981-01-31
1860155385.85703,0,0,1981-02-01
2694558128.79872,0,0,1981-02-02
2900416875.70174,0,0,1981-02-03
2098364906.31994,0,0,1981-02-04
1529631999.02594,0,0,1981-02-05
2019574300.07966,0,0,1981-02-06
2576328194.29775,0,0,1981-02-07
1698750930.37684,0,0,1981-02-08
1544117645.49031,0,0,1981-02-09
1580744149.75505,0,0,1981-02-10
1661804514.85961,0,0,1981-02-11
1546593011.96603,0,0,1981-02-12
1553564880.93161,0,0,1981-02-13
1589324588.33876,0,0,1981-02-14
1461494787.16557,0,0,1981-02-15
1391853362.59319,0,0,1981-02-16
1349729900.16924,0,0,1981-02-17
1317745664.20662,0,0,1981-02-18
1472438464.38261,0,0,1981-02-19
1750996459.85881,0,0,1981-02-20
1466911244.86315,0,0,1981-02-21
1425580071.42847,0,0,1981-02-22
1465131644.63177,0,0,1981-02-23
1200020326.49663,0,0,1981-02-24
1141217959.74527,0,0,1981-02-25
1133374693.2638,0,0,1981-02-26
1132991220.9821,0,0,1981-02-27
1494547404.67763,0,0,1981-02-28
1863580226.61307,0,0,1981-03-01
1286104725.43034,0,0,1981-03-02
1147910381.54652,0,0,1981-03-03
1269821009.3197,0,0,1981-03-04
1168579357.48222,0,0,1981-03-05
1062382381.0718,0,0,1981-03-06
1092443369.90645,0,0,1981-03-07
1047721467.63068,0,0,1981-03-08
1181658086.62677,0,0,1981-03-09
1521480777.06251,0,0,1981-03-10
1556329696.14826,0,0,1981-03-11
1173089920.88675,0,0,1981-03-12
985276019.046024,0,0,1981-03-13
1055983673.55837,0,0,1981-03-14
1023958600.2754,0,0,1981-03-15
971466036.628873,0,0,1981-03-16
969642929.161851,0,0,1981-03-17
937439846.103025,0,0,1981-03-18
1111404176.80138,0,0,1981-03-19
1370151271.75722,0,0,1981-03-20
1115338534.55363,0,0,1981-03-21
999670426.154917,0,0,1981-03-22
1085292729.17042,0,0,1981-03-23
1089035537.34445,0,0,1981-03-24
994455267.579203,0,0,1981-03-25
1110557172.22213,0,0,1981-03-26
1316433302.36762,0,0,1981-03-27
1033941507.22642,0,0,1981-03-28
999860029.406605,0,0,1981-03-29
1155589679.10986,0,0,1981-03-30
1362316538.79655,0,0,1981-03-31
1322855172.57609,0,0,1981-04-01
1202653093.88054,0,0,1981-04-02
1208876086.60269,0,0,1981-04-03
1511833889.99598,0,0,1981-04-04
1753227453.54219,0,0,1981-04-05
1252673174.35764,0,0,1981-04-06
1061874601.77744,0,0,1981-04-07
1069328661.77741,0,0,1981-04-08
1081292295.59424,0,0,1981-04-09
1097587914.89337,0,0,1981-04-10
1100261257.58193,0,0,1981-04-11
1223651386.01546,0,0,1981-04-12
1353628452.7549,0,0,1981-04-13
1622153020.70004,0,0,1981-04-14
1338428261.86843,0,0,1981-04-15
1061570911.7112,0,0,1981-04-16
1195248953.74536,0,0,1981-04-17
1228556157.52295,0,0,1981-04-18
1109776869.50416,0,0,1981-04-19
1097777073.33482,0,0,1981-04-20
1091506237.27381,0,0,1981-04-21
1403018253.89175,0,0,1981-04-22
1854104256.05106,0,0,1981-04-23
1814041846.7665,0,0,1981-04-24
1380218266.78677,0,0,1981-04-25
1165870107.56436,0,0,1981-04-26
1163907337.30325,0,0,1981-04-27
1293722404.03476,0,0,1981-04-28
1786555096.63218,0,0,1981-04-29
1793409519.02164,0,0,1981-04-30
1574016402.67166,0,0,1981-05-01
1419732979.1912,0,0,1981-05-02
1262529434.9672,0,0,1981-05-03
1395737828.0777,0,0,1981-05-04
1834931205.42479,0,0,1981-05-05
1399574768.10216,0,0,1981-05-06
1160067847.76658,0,0,1981-05-07
1181024905.69544,0,0,1981-05-08
1303915868.06694,0,0,1981-05-09
1415831275.79842,0,0,1981-05-10
1271038943.12141,0,0,1981-05-11
1292533453.54173,0,0,1981-05-12
1306493501.67369,0,0,1981-05-13
1215869652.71397,0,0,1981-05-14
1222926661.33461,1703645199.82048,6716159.67173119,1981-05-15
1255458883.59312,4865942015.12221,47893720.7851607,1981-05-16
1389301756.25158,23935835289.0267,882208235.450967,1981-05-17
1872358697.99354,30792953304.2631,1872358697.99354,1981-05-18
1578084123.47245,30792953304.2631,1578084123.47245,1981-05-19
1249458587.95279,30792953304.2631,1249458587.95279,1981-05-20
1265823264.93194,30792953304.2631,1265823264.93194,1981-05-21
1290226618.58178,30792953304.2631,1290226618.58178,1981-05-22
1336251794.59375,30792953304.2631,1336251794.59375,1981-05-23
1570787611.04408,30792953304.2631,1570787611.04408,1981-05-24
1679904022.46473,30792953304.2631,1679904022.46473,1981-05-25
1799215813.42944,30792953304.2631,1799215813.42944,1981-05-26
2283577798.74827,30792953304.2631,2283577798.74827,1981-05-27
1974167820.50529,30792953304.2631,1974167820.50529,1981-05-28
2167187838.91986,30792953304.2631,2167187838.91986,1981-05-29
1921997914.02878,30792953304.2631,1921997914.02878,1981-05-30
1431080114.23324,30792953304.2631,1431080114.23324,1981-05-31
1484972531.88005,30792953304.2631,1484972531.88005,1981-06-01
1935989508.54839,30792953304.2631,1935989508.54839,1981-06-02
2190883825.4778,30792953304.2631,2190883825.4778,1981-06-03
1969892086.05934,30792953304.2631,1969892086.05934,1981-06-04
1723961671.38253,30792953304.2631,1723961671.38253,1981-06-05
1558080119.27831,30792953304.2631,1558080119.27831,1981-06-06
1547307940.11313,30792953304.2631,1547307940.11313,1981-06-07
1617159480.79541,30792953304.2631,1617159480.79541,1981-06-08
1750118990.0418,30792953304.2631,1750118990.0418,1981-06-09
1849261276.21549,30792953304.2631,1849261276.21549,1981-06-10
1810229599.1571,30792953304.2631,1810229599.1571,1981-06-11
1799591082.86334,30792953304.2631,1799591082.86334,1981-06-12
1853620539.10332,30792953304.2631,1853620539.10332,1981-06-13
2170277109.96657,30792953304.2631,2170277109.96657,1981-06-14
2501586277.5721,30792953304.2631,2501586277.5721,1981-06-15
2061867930.40344,30792953304.2631,2061867930.40344,1981-06-16
1848510680.29877,30792953304.2631,1848510680.29877,1981-06-17
1961551906.06369,30792953304.2631,1961551906.06369,1981-06-18
2167426904.73978,30792953304.2631,2167426904.73978,1981-06-19
2295575576.45297,30792953304.2631,2295575576.45297,1981-06-20
2206916780.48257,30792953304.2631,2206916780.48257,1981-06-21
2264142835.43976,30792953304.2631,2264142835.43976,1981-06-22
2604358338.86308,30792953304.2631,2604358338.86308,1981-06-23
2983620305.57646,30792953304.2631,2983620305.57646,1981-06-24
2381794881.92417,30792953304.2631,2381794881.92417,1981-06-25
2108453012.00117,30792953304.2631,2108453012.00117,1981-06-26
2147467547.47879,30792953304.2631,2147467547.47879,1981-06-27
2100949400.77306,30792953304.2631,2100949400.77306,1981-06-28
2489033020.5123,30792953304.2631,2489033020.5123,1981-06-29
2470194508.18989,30792953304.2631,2470194508.18989,1981-06-30
2176569354.12544,30792953304.2631,2176569354.12544,1981-07-01
2163897354.97477,30792953304.2631,2163897354.97477,1981-07-02
2232439889.11211,30792953304.2631,2232439889.11211,1981-07-03
2642305065.73052,30792953304.2631,2642305065.73052,1981-07-04
2685569408.42498,30792953304.2631,2685569408.42498,1981-07-05
2380385251.00659,30792953304.2631,2380385251.00659,1981-07-06
2402152525.08348,30792953304.2631,2402152525.08348,1981-07-07
2477324983.38199,30792953304.2631,2477324983.38199,1981-07-08
2761644576.16922,30792953304.2631,2761644576.16922,1981-07-09
2794475181.84035,30792953304.2631,2794475181.84035,1981-07-10
2903613441.08638,30792953304.2631,2903613441.08638,1981-07-11
3382807264.83512,30792953304.2631,3382807264.83512,1981-07-12
3636248419.74082,30792953304.2631,3636248419.74082,1981-07-13
3546749375.6056,30792953304.2631,3546749375.6056,1981-07-14
3910079931.42152,30792953304.2631,3910079931.42152,1981-07-15
4178765813.3678,30792953304.2631,4178765813.3678,1981-07-16
3658925253.98016,30792953304.2631,3658925253.98016,1981-07-17
3659810290.42175,30792953304.2631,3659810290.42175,1981-07-18
3768353263.26915,30792953304.2631,3768353263.26915,1981-07-19
3867850574.90161,30792953304.2631,3867850574.90161,1981-07-20
4743163546.25565,30792953304.2631,4743163546.25565,1981-07-21
5345991614.95768,30792953304.2631,5345991614.95768,1981-07-22
5499078446.11836,30792953304.2631,5499078446.11836,1981-07-23
6391717172.4373,30792953304.2631,6391717172.4373,1981-07-24
6009162497.14517,30792953304.2631,6009162497.14517,1981-07-25
5231972108.87783,30792953304.2631,5231972108.87783,1981-07-26
5312840698.8858,30792953304.2631,5312840698.8858,1981-07-27
5621297751.50767,30792953304.2631,5621297751.50767,1981-07-28
5222250019.40943,30792953304.2631,5222250019.40943,1981-07-29
5477184583.944,30792953304.2631,5477184583.944,1981-07-30
5743017501.89939,30792953304.2631,5743017501.89939,1981-07-31
6131741209.79636,30792953304.2631,6131741209.79636,1981-08-01
7182857833.4762,30792953304.2631,7182857833.4762,1981-08-02
7289046210.57981,30792953304.2631,7289046210.57981,1981-08-03
7121112278.0395,30792953304.2631,7121112278.0395,1981-08-04
7074480586.47581,30792953304.2631,7074480586.47581,1981-08-05
7069663714.96611,30792953304.2631,7069663714.96611,1981-08-06
7832359382.72815,30792953304.2631,7832359382.72815,1981-08-07
7928026735.21343,30792953304.2631,7928026735.21343,1981-08-08
7968571443.42647,30792953304.2631,7968571443.42647,1981-08-09
8168416960.03628,30792953304.2631,8168416960.03628,1981-08-10
7863223250.54284,30792953304.2631,7863223250.54284,1981-08-11
7522171443.86397,30792953304.2631,7522171443.86397,1981-08-12
7141956279.31336,30792953304.2631,7141956279.31336,1981-08-13
7333049103.70313,30792953304.2631,7333049103.70313,1981-08-14
7530332708.33637,30792953304.2631,7530332708.33637,1981-08-15
7522920223.68604,30792953304.2631,7522920223.68604,1981-08-16
7536286788.73614,30792953304.2631,7536286788.73614,1981-08-17
7842812900.92701,30792953304.2631,7842812900.92701,1981-08-18
7808079195.14169,30792953304.2631,7808079195.14169,1981-08-19
7791482836.39856,30792953304.2631,7791482836.39856,1981-08-20
7514429008.64307,30792953304.2631,7514429008.64307,1981-08-21
7664557742.72039,30792953304.2631,7664557742.72039,1981-08-22
7602602499.64836,30792953304.2631,7602602499.64836,1981-08-23
7553378899.00627,30792953304.2631,7553378899.00627,1981-08-24
7264176066.11982,30792953304.2631,7264176066.11982,1981-08-25
6892489764.09736,30792953304.2631,6892489764.09736,1981-08-26
6876403557.65154,30792953304.2631,6876403557.65154,1981-08-27
7205136251.72898,30792953304.2631,7205136251.72898,1981-08-28
6843428617.67712,30792953304.2631,6843428617.67712,1981-08-29
6088404103.17284,30792953304.2631,6088404103.17284,1981-08-30
7168158462.86731,30792953304.2631,7168158462.86731,1981-08-31
7225392360.13552,30792953304.2631,7225392360.13552,1981-09-01
7183352916.2597,30792953304.2631,7183352916.2597,1981-09-02
7171737910.69112,30792953304.2631,7171737910.69112,1981-09-03
7124279162.74459,30792953304.2631,7124279162.74459,1981-09-04
7075353609.01753,30792953304.2631,7075353609.01753,1981-09-05
7036655488.31408,30792953304.2631,7036655488.31408,1981-09-06
6951770794.69921,30792953304.2631,6951770794.69921,1981-09-07
6860406173.70612,30792953304.2631,6860406173.70612,1981-09-08
6979881562.80764,30792953304.2631,6979881562.80764,1981-09-09
6871427616.58713,30792953304.2631,6871427616.58713,1981-09-10
6826794004.06794,30792953304.2631,6826794004.06794,1981-09-11
6785416988.42204,30792953304.2631,6785416988.42204,1981-09-12
6716612728.6081,30792953304.2631,6716612728.6081,1981-09-13
6635483677.12601,30792953304.2631,6635483677.12601,1981-09-14
6519875560.27898,30792953304.2631,6519875560.27898,1981-09-15
6079645326.81589,30792953304.2631,6079645326.81589,1981-09-16
5631611915.60099,30792953304.2631,5631611915.60099,1981-09-17
5569245691.98707,30792953304.2631,5569245691.98707,1981-09-18
5872361329.8593,30792953304.2631,5872361329.8593,1981-09-19
6036782539.53188,30792953304.2631,6036782539.53188,1981-09-20
5934478947.78119,30792953304.2631,5934478947.78119,1981-09-21
5782506384.86866,30792953304.2631,5782506384.86866,1981-09-22
5561133247.70019,30792953304.2631,5561133247.70019,1981-09-23
4832647516.9226,30792953304.2631,4832647516.9226,1981-09-24
4859888193.04072,30792953304.2631,4859888193.04072,1981-09-25
4783674058.01347,30792953304.2631,4783674058.01347,1981-09-26
4590168853.67677,30792953304.2631,4590168853.67677,1981-09-27
4775344395.45076,30792953304.2631,4775344395.45076,1981-09-28
4549393536.59246,30792953304.2631,4549393536.59246,1981-09-29
4203420532.30762,30792953304.2631,4203420532.30762,1981-09-30
