elevation	date	DATUM_ADJ
1248.84	6/11/1931	NGVD 29
1248.9	6/12/1931	NGVD 29
1248.96	6/13/1931	NGVD 29
1248.97	6/14/1931	NGVD 29
1248.98	6/15/1931	NGVD 29
1249	6/16/1931	NGVD 29
1248.99	6/17/1931	NGVD 29
1248.98	6/18/1931	NGVD 29
1248.96	6/19/1931	NGVD 29
1249.26	6/20/1931	NGVD 29
1249.23	6/21/1931	NGVD 29
1249.2	6/22/1931	NGVD 29
1249.17	6/23/1931	NGVD 29
1249.14	6/24/1931	NGVD 29
1249.16	6/25/1931	NGVD 29
1249.18	6/26/1931	NGVD 29
1249.18	6/27/1931	NGVD 29
1249.18	6/28/1931	NGVD 29
1249.18	6/29/1931	NGVD 29
1249.18	6/30/1931	NGVD 29
1249.18	7/1/1931	NGVD 29
1249.14	7/2/1931	NGVD 29
1249.12	7/3/1931	NGVD 29
1249.14	7/4/1931	NGVD 29
1249.12	7/5/1931	NGVD 29
1249.16	7/6/1931	NGVD 29
1249.09	7/7/1931	NGVD 29
1249.02	7/8/1931	NGVD 29
1249.04	7/9/1931	NGVD 29
1249.02	7/10/1931	NGVD 29
1249	7/11/1931	NGVD 29
1248.98	7/12/1931	NGVD 29
1248.96	7/13/1931	NGVD 29
1248.94	7/14/1931	NGVD 29
1248.98	7/15/1931	NGVD 29
1248.98	7/16/1931	NGVD 29
1248.96	7/17/1931	NGVD 29
1248.96	7/18/1931	NGVD 29
1248.96	7/19/1931	NGVD 29
1248.96	7/20/1931	NGVD 29
1248.94	7/21/1931	NGVD 29
1248.92	7/22/1931	NGVD 29
1248.9	7/23/1931	NGVD 29
1248.9	7/24/1931	NGVD 29
1248.88	7/25/1931	NGVD 29
1248.86	7/26/1931	NGVD 29
1248.84	7/27/1931	NGVD 29
1248.8	7/28/1931	NGVD 29
1248.78	7/29/1931	NGVD 29
1248.76	7/30/1931	NGVD 29
1248.8	7/31/1931	NGVD 29
1248.82	8/1/1931	NGVD 29
1248.84	8/2/1931	NGVD 29
1248.88	8/3/1931	NGVD 29
1248.9	8/4/1931	NGVD 29
1248.9	8/5/1931	NGVD 29
1248.88	8/6/1931	NGVD 29
1248.86	8/7/1931	NGVD 29
1248.85	8/8/1931	NGVD 29
1248.84	8/9/1931	NGVD 29
1248.74	8/10/1931	NGVD 29
1248.78	8/11/1931	NGVD 29
1248.76	8/12/1931	NGVD 29
1248.76	8/13/1931	NGVD 29
1248.78	8/14/1931	NGVD 29
1248.74	8/15/1931	NGVD 29
1248.72	8/16/1931	NGVD 29
1248.73	8/17/1931	NGVD 29
1248.74	8/18/1931	NGVD 29
1248.76	8/19/1931	NGVD 29
1248.72	8/20/1931	NGVD 29
1248.7	8/21/1931	NGVD 29
1248.7	8/22/1931	NGVD 29
1248.72	8/23/1931	NGVD 29
1248.7	8/24/1931	NGVD 29
1248.72	8/25/1931	NGVD 29
1248.7	8/26/1931	NGVD 29
1248.67	8/27/1931	NGVD 29
1248.64	8/28/1931	NGVD 29
1248.44	8/29/1931	NGVD 29
1248.5	8/30/1931	NGVD 29
1248.48	8/31/1931	NGVD 29
1248.48	9/1/1931	NGVD 29
1248.48	9/2/1931	NGVD 29
1248.46	9/3/1931	NGVD 29
1248.46	9/4/1931	NGVD 29
1248.46	9/5/1931	NGVD 29
1248.48	9/6/1931	NGVD 29
1248.46	9/7/1931	NGVD 29
1248.44	9/8/1931	NGVD 29
1248.44	9/9/1931	NGVD 29
1248.42	9/10/1931	NGVD 29
1248.44	9/11/1931	NGVD 29
1248.44	9/12/1931	NGVD 29
1248.46	9/13/1931	NGVD 29
1248.44	9/14/1931	NGVD 29
1248.42	9/15/1931	NGVD 29
1248.44	9/16/1931	NGVD 29
1248.4	9/17/1931	NGVD 29
1248.38	9/18/1931	NGVD 29
1248.4	9/19/1931	NGVD 29
1248.4	9/20/1931	NGVD 29
1248.42	9/21/1931	NGVD 29
1248.4	9/22/1931	NGVD 29
1248.38	9/23/1931	NGVD 29
1248.34	9/24/1931	NGVD 29
1248.34	9/25/1931	NGVD 29
1248.32	9/26/1931	NGVD 29
1248.34	9/27/1931	NGVD 29
1248.34	9/28/1931	NGVD 29
1248.32	9/29/1931	NGVD 29
1248.3	9/30/1931	NGVD 29
1248.28	10/1/1931	NGVD 29
1248.3	10/2/1931	NGVD 29
1248.28	10/3/1931	NGVD 29
1248.28	10/4/1931	NGVD 29
1248.28	10/5/1931	NGVD 29
1248.28	10/6/1931	NGVD 29
1248.28	10/7/1931	NGVD 29
1248.28	10/8/1931	NGVD 29
1248.3	10/9/1931	NGVD 29
1248.28	10/10/1931	NGVD 29
1248.26	10/11/1931	NGVD 29
1248.26	10/12/1931	NGVD 29
1248.24	10/13/1931	NGVD 29
1248.2	10/14/1931	NGVD 29
1248.18	10/15/1931	NGVD 29
1248.18	10/16/1931	NGVD 29
1248.16	10/17/1931	NGVD 29
1248.16	10/18/1931	NGVD 29
1248.16	10/19/1931	NGVD 29
1248.16	10/20/1931	NGVD 29
1248.16	10/21/1931	NGVD 29
1248.14	10/22/1931	NGVD 29
1248.14	10/23/1931	NGVD 29
1248.14	10/24/1931	NGVD 29
1248.14	10/25/1931	NGVD 29
1248.12	10/26/1931	NGVD 29
1248.1	10/27/1931	NGVD 29
1248.08	10/28/1931	NGVD 29
1248.08	10/29/1931	NGVD 29
1248.04	10/30/1931	NGVD 29
1248.04	10/31/1931	NGVD 29
1248.04	11/1/1931	NGVD 29
1248.02	11/2/1931	NGVD 29
1248.02	11/3/1931	NGVD 29
1248	11/4/1931	NGVD 29
1248.02	11/5/1931	NGVD 29
1248.04	11/6/1931	NGVD 29
1248.04	11/7/1931	NGVD 29
1248.02	11/8/1931	NGVD 29
1248.02	11/9/1931	NGVD 29
1248.04	11/10/1931	NGVD 29
1248.02	11/11/1931	NGVD 29
1248.04	11/12/1931	NGVD 29
1248.02	11/13/1931	NGVD 29
1248.06	11/14/1931	NGVD 29
1248.06	11/15/1931	NGVD 29
1248.08	11/16/1931	NGVD 29
1248.08	11/17/1931	NGVD 29
1248.1	11/18/1931	NGVD 29
1248.1	11/19/1931	NGVD 29
1248.12	11/20/1931	NGVD 29
1248.14	11/21/1931	NGVD 29
1248.16	11/22/1931	NGVD 29
1248.18	11/23/1931	NGVD 29
1248.2	11/24/1931	NGVD 29
1248.2	11/25/1931	NGVD 29
1248.2	11/26/1931	NGVD 29
1248.2	11/27/1931	NGVD 29
1248.2	11/28/1931	NGVD 29
1248.2	11/29/1931	NGVD 29
1248.21	11/30/1931	NGVD 29
1248.21	12/1/1931	NGVD 29
1248.21	12/2/1931	NGVD 29
1248.21	12/3/1931	NGVD 29
1248.21	12/4/1931	NGVD 29
1248.21	12/5/1931	NGVD 29
1248.21	12/6/1931	NGVD 29
1248.21	12/7/1931	NGVD 29
1248.22	12/8/1931	NGVD 29
1248.22	12/9/1931	NGVD 29
1248.22	12/10/1931	NGVD 29
1248.22	12/11/1931	NGVD 29
1248.22	12/12/1931	NGVD 29
1248.22	12/13/1931	NGVD 29
1248.22	12/14/1931	NGVD 29
1248.22	12/15/1931	NGVD 29
1248.23	12/16/1931	NGVD 29
1248.23	12/17/1931	NGVD 29
1248.23	12/18/1931	NGVD 29
1248.23	12/19/1931	NGVD 29
1248.23	12/20/1931	NGVD 29
1248.23	12/21/1931	NGVD 29
1248.23	12/22/1931	NGVD 29
1248.23	12/23/1931	NGVD 29
1248.24	12/24/1931	NGVD 29
1248.24	12/25/1931	NGVD 29
1248.24	12/26/1931	NGVD 29
1248.24	12/27/1931	NGVD 29
1248.24	12/28/1931	NGVD 29
1248.24	12/29/1931	NGVD 29
1248.24	12/30/1931	NGVD 29
1248.24	12/31/1931	NGVD 29
1248.25	1/1/1932	NGVD 29
1248.25	1/2/1932	NGVD 29
1248.25	1/3/1932	NGVD 29
1248.25	1/4/1932	NGVD 29
1248.25	1/5/1932	NGVD 29
1248.25	1/6/1932	NGVD 29
1248.25	1/7/1932	NGVD 29
1248.25	1/8/1932	NGVD 29
1248.25	1/9/1932	NGVD 29
1248.26	1/10/1932	NGVD 29
1248.26	1/11/1932	NGVD 29
1248.26	1/12/1932	NGVD 29
1248.26	1/13/1932	NGVD 29
1248.26	1/14/1932	NGVD 29
1248.26	1/15/1932	NGVD 29
1248.26	1/16/1932	NGVD 29
1248.26	1/17/1932	NGVD 29
1248.27	1/18/1932	NGVD 29
1248.27	1/19/1932	NGVD 29
1248.27	1/20/1932	NGVD 29
1248.27	1/21/1932	NGVD 29
1248.27	1/22/1932	NGVD 29
1248.27	1/23/1932	NGVD 29
1248.27	1/24/1932	NGVD 29
1248.27	1/25/1932	NGVD 29
1248.28	1/26/1932	NGVD 29
1248.28	1/27/1932	NGVD 29
1248.28	1/28/1932	NGVD 29
1248.28	1/29/1932	NGVD 29
1248.28	1/30/1932	NGVD 29
1248.28	1/31/1932	NGVD 29
1248.28	2/1/1932	NGVD 29
1248.28	2/2/1932	NGVD 29
1248.29	2/3/1932	NGVD 29
1248.29	2/4/1932	NGVD 29
1248.29	2/5/1932	NGVD 29
1248.29	2/6/1932	NGVD 29
1248.29	2/7/1932	NGVD 29
1248.29	2/8/1932	NGVD 29
1248.29	2/9/1932	NGVD 29
1248.29	2/10/1932	NGVD 29
1248.3	2/11/1932	NGVD 29
1248.3	2/12/1932	NGVD 29
1248.3	2/13/1932	NGVD 29
1248.3	2/14/1932	NGVD 29
1248.3	2/15/1932	NGVD 29
1248.3	2/16/1932	NGVD 29
1248.3	2/17/1932	NGVD 29
1248.3	2/18/1932	NGVD 29
1248.3	2/19/1932	NGVD 29
1248.31	2/20/1932	NGVD 29
1248.31	2/21/1932	NGVD 29
1248.31	2/22/1932	NGVD 29
1248.31	2/23/1932	NGVD 29
1248.31	2/24/1932	NGVD 29
1248.31	2/25/1932	NGVD 29
1248.31	2/26/1932	NGVD 29
1248.31	2/27/1932	NGVD 29
1248.32	2/28/1932	NGVD 29
1248.32	2/29/1932	NGVD 29
1248.32	3/1/1932	NGVD 29
1248.32	3/2/1932	NGVD 29
1248.32	3/3/1932	NGVD 29
1248.32	3/4/1932	NGVD 29
1248.32	3/5/1932	NGVD 29
1248.32	3/6/1932	NGVD 29
1248.33	3/7/1932	NGVD 29
1248.33	3/8/1932	NGVD 29
1248.33	3/9/1932	NGVD 29
1248.33	3/10/1932	NGVD 29
1248.33	3/11/1932	NGVD 29
1248.33	3/12/1932	NGVD 29
1248.33	3/13/1932	NGVD 29
1248.33	3/14/1932	NGVD 29
1248.34	3/15/1932	NGVD 29
1248.34	3/16/1932	NGVD 29
1248.34	3/17/1932	NGVD 29
1248.34	3/18/1932	NGVD 29
1248.34	3/19/1932	NGVD 29
1248.34	3/20/1932	NGVD 29
1248.34	3/21/1932	NGVD 29
1248.34	3/22/1932	NGVD 29
1248.35	3/23/1932	NGVD 29
1248.35	3/24/1932	NGVD 29
1248.35	3/25/1932	NGVD 29
1248.35	3/26/1932	NGVD 29
1248.35	3/27/1932	NGVD 29
1248.35	3/28/1932	NGVD 29
1248.35	3/29/1932	NGVD 29
1248.35	3/30/1932	NGVD 29
1248.35	3/31/1932	NGVD 29
1248.36	4/1/1932	NGVD 29
1248.36	4/2/1932	NGVD 29
1248.36	4/3/1932	NGVD 29
1248.36	4/4/1932	NGVD 29
1248.36	4/5/1932	NGVD 29
1248.36	4/6/1932	NGVD 29
1248.36	4/7/1932	NGVD 29
1248.36	4/8/1932	NGVD 29
1248.37	4/9/1932	NGVD 29
1248.37	4/10/1932	NGVD 29
1248.37	4/11/1932	NGVD 29
1248.37	4/12/1932	NGVD 29
1248.37	4/13/1932	NGVD 29
1248.37	4/14/1932	NGVD 29
1248.37	4/15/1932	NGVD 29
1248.37	4/16/1932	NGVD 29
1248.38	4/17/1932	NGVD 29
1248.38	4/18/1932	NGVD 29
1248.38	4/19/1932	NGVD 29
1248.38	4/20/1932	NGVD 29
1248.38	4/21/1932	NGVD 29
1248.38	4/22/1932	NGVD 29
1248.38	4/23/1932	NGVD 29
1248.38	4/24/1932	NGVD 29
1248.39	4/25/1932	NGVD 29
1248.39	4/26/1932	NGVD 29
1248.39	4/27/1932	NGVD 29
1248.39	4/28/1932	NGVD 29
1248.39	4/29/1932	NGVD 29
1248.39	4/30/1932	NGVD 29
1248.39	5/1/1932	NGVD 29
1248.39	5/2/1932	NGVD 29
1248.4	5/3/1932	NGVD 29
1248.4	5/4/1932	NGVD 29
1248.4	5/5/1932	NGVD 29
1248.4	5/6/1932	NGVD 29
1248.4	5/7/1932	NGVD 29
1248.44	5/8/1932	NGVD 29
1248.54	5/9/1932	NGVD 29
1248.56	5/10/1932	NGVD 29
1248.58	5/11/1932	NGVD 29
1248.6	5/12/1932	NGVD 29
1248.6	5/13/1932	NGVD 29
1248.6	5/14/1932	NGVD 29
1248.58	5/15/1932	NGVD 29
1248.6	5/16/1932	NGVD 29
1248.6	5/17/1932	NGVD 29
1248.6	5/18/1932	NGVD 29
1248.6	5/19/1932	NGVD 29
1248.6	5/20/1932	NGVD 29
1248.62	5/21/1932	NGVD 29
1248.62	5/22/1932	NGVD 29
1248.62	5/23/1932	NGVD 29
1248.62	5/24/1932	NGVD 29
1248.6	5/25/1932	NGVD 29
1248.58	5/26/1932	NGVD 29
1248.58	5/27/1932	NGVD 29
1248.58	5/28/1932	NGVD 29
1248.6	5/29/1932	NGVD 29
1248.6	5/30/1932	NGVD 29
1248.6	5/31/1932	NGVD 29
1248.62	6/1/1932	NGVD 29
1248.62	6/2/1932	NGVD 29
1248.62	6/3/1932	NGVD 29
1248.62	6/4/1932	NGVD 29
1248.62	6/5/1932	NGVD 29
1248.62	6/6/1932	NGVD 29
1248.62	6/7/1932	NGVD 29
1248.6	6/8/1932	NGVD 29
1248.6	6/9/1932	NGVD 29
1248.58	6/10/1932	NGVD 29
1248.58	6/11/1932	NGVD 29
1248.6	6/12/1932	NGVD 29
1248.6	6/13/1932	NGVD 29
1248.62	6/14/1932	NGVD 29
1248.62	6/15/1932	NGVD 29
1248.6	6/16/1932	NGVD 29
1248.6	6/17/1932	NGVD 29
1248.62	6/18/1932	NGVD 29
1248.6	6/19/1932	NGVD 29
1248.6	6/20/1932	NGVD 29
1248.58	6/21/1932	NGVD 29
1248.58	6/22/1932	NGVD 29
1248.58	6/23/1932	NGVD 29
1248.58	6/24/1932	NGVD 29
1248.6	6/25/1932	NGVD 29
1248.6	6/26/1932	NGVD 29
1248.6	6/27/1932	NGVD 29
1248.58	6/28/1932	NGVD 29
1248.56	6/29/1932	NGVD 29
1248.54	6/30/1932	NGVD 29
1248.52	7/1/1932	NGVD 29
1248.52	7/2/1932	NGVD 29
1248.5	7/3/1932	NGVD 29
1248.52	7/4/1932	NGVD 29
1248.52	7/5/1932	NGVD 29
1248.44	7/6/1932	NGVD 29
1248.4	7/7/1932	NGVD 29
1248.38	7/8/1932	NGVD 29
1248.38	7/9/1932	NGVD 29
1248.4	7/10/1932	NGVD 29
1248.38	7/11/1932	NGVD 29
1248.38	7/12/1932	NGVD 29
1248.34	7/13/1932	NGVD 29
1248.34	7/14/1932	NGVD 29
1248.34	7/15/1932	NGVD 29
1248.36	7/16/1932	NGVD 29
1248.34	7/17/1932	NGVD 29
1248.34	7/18/1932	NGVD 29
1248.32	7/19/1932	NGVD 29
1248.3	7/20/1932	NGVD 29
1248.3	7/21/1932	NGVD 29
1248.28	7/22/1932	NGVD 29
1248.28	7/23/1932	NGVD 29
1248.28	7/24/1932	NGVD 29
1248.28	7/25/1932	NGVD 29
1248.3	7/26/1932	NGVD 29
1248.3	7/27/1932	NGVD 29
1248.3	7/28/1932	NGVD 29
1248.28	7/29/1932	NGVD 29
1248.26	7/30/1932	NGVD 29
1248.24	7/31/1932	NGVD 29
1248.24	8/1/1932	NGVD 29
1248.24	8/2/1932	NGVD 29
1248.2	8/3/1932	NGVD 29
1248.18	8/4/1932	NGVD 29
1248.18	8/5/1932	NGVD 29
1248.16	8/6/1932	NGVD 29
1248.14	8/7/1932	NGVD 29
1248.1	8/8/1932	NGVD 29
1248.06	8/9/1932	NGVD 29
1248.08	8/10/1932	NGVD 29
1248.06	8/11/1932	NGVD 29
1248.06	8/12/1932	NGVD 29
1248.04	8/13/1932	NGVD 29
1248.02	8/14/1932	NGVD 29
1248	8/15/1932	NGVD 29
1248	8/16/1932	NGVD 29
1247.94	8/17/1932	NGVD 29
1247.94	8/18/1932	NGVD 29
1247.92	8/19/1932	NGVD 29
1247.92	8/20/1932	NGVD 29
1247.92	8/21/1932	NGVD 29
1247.94	8/22/1932	NGVD 29
1247.92	8/23/1932	NGVD 29
1247.92	8/24/1932	NGVD 29
1247.9	8/25/1932	NGVD 29
1247.86	8/26/1932	NGVD 29
1247.84	8/27/1932	NGVD 29
1247.84	8/28/1932	NGVD 29
1247.96	8/29/1932	NGVD 29
1247.94	8/30/1932	NGVD 29
1247.98	8/31/1932	NGVD 29
1247.98	9/1/1932	NGVD 29
1247.94	9/2/1932	NGVD 29
1247.9	9/3/1932	NGVD 29
1247.86	9/4/1932	NGVD 29
1247.84	9/5/1932	NGVD 29
1247.8	9/6/1932	NGVD 29
1247.8	9/7/1932	NGVD 29
1247.78	9/8/1932	NGVD 29
1247.8	9/9/1932	NGVD 29
1247.8	9/10/1932	NGVD 29
1247.8	9/11/1932	NGVD 29
1247.8	9/12/1932	NGVD 29
1247.84	9/13/1932	NGVD 29
1247.88	9/14/1932	NGVD 29
1247.84	9/15/1932	NGVD 29
1247.82	9/16/1932	NGVD 29
1247.78	9/17/1932	NGVD 29
1247.76	9/18/1932	NGVD 29
1247.74	9/19/1932	NGVD 29
1247.74	9/20/1932	NGVD 29
1247.72	9/21/1932	NGVD 29
1247.64	9/22/1932	NGVD 29
1247.6	9/23/1932	NGVD 29
1247.58	9/24/1932	NGVD 29
1247.58	9/25/1932	NGVD 29
1247.56	9/26/1932	NGVD 29
1247.56	9/27/1932	NGVD 29
1247.54	9/28/1932	NGVD 29
1247.54	9/29/1932	NGVD 29
1247.52	9/30/1932	NGVD 29
1247.52	10/1/1932	NGVD 29
1247.52	10/2/1932	NGVD 29
1247.5	10/3/1932	NGVD 29
1247.44	10/4/1932	NGVD 29
1247.4	10/5/1932	NGVD 29
1247.42	10/6/1932	NGVD 29
1247.4	10/7/1932	NGVD 29
1247.36	10/8/1932	NGVD 29
1247.34	10/9/1932	NGVD 29
1247.34	10/10/1932	NGVD 29
1247.34	10/11/1932	NGVD 29
1247.34	10/12/1932	NGVD 29
1247.34	10/13/1932	NGVD 29
1247.32	10/14/1932	NGVD 29
1247.28	10/15/1932	NGVD 29
1247.26	10/16/1932	NGVD 29
1247.26	10/17/1932	NGVD 29
1247.28	10/18/1932	NGVD 29
1247.32	10/19/1932	NGVD 29
1247.44	10/20/1932	NGVD 29
1247.44	10/21/1932	NGVD 29
1247.44	10/22/1932	NGVD 29
1247.44	10/23/1932	NGVD 29
1247.44	10/24/1932	NGVD 29
1247.4	10/25/1932	NGVD 29
1247.38	10/26/1932	NGVD 29
1247.34	10/27/1932	NGVD 29
1247.3	10/28/1932	NGVD 29
1247.28	10/29/1932	NGVD 29
1247.3	10/30/1932	NGVD 29
1247.32	10/31/1932	NGVD 29
1247.32	11/1/1932	NGVD 29
1247.34	11/2/1932	NGVD 29
1247.34	11/3/1932	NGVD 29
1247.32	11/4/1932	NGVD 29
1247.32	11/5/1932	NGVD 29
1247.3	11/6/1932	NGVD 29
1247.32	11/7/1932	NGVD 29
1247.34	11/8/1932	NGVD 29
1247.36	11/9/1932	NGVD 29
1247.38	11/10/1932	NGVD 29
1247.36	11/11/1932	NGVD 29
1247.34	11/12/1932	NGVD 29
1247.34	11/13/1932	NGVD 29
1247.32	11/14/1932	NGVD 29
1247.3	11/15/1932	NGVD 29
1247.28	11/16/1932	NGVD 29
1247.28	11/17/1932	NGVD 29
1247.3	11/18/1932	NGVD 29
1247.31	11/19/1932	NGVD 29
1247.33	11/20/1932	NGVD 29
1247.34	11/21/1932	NGVD 29
1247.35	11/22/1932	NGVD 29
1247.36	11/23/1932	NGVD 29
1247.38	11/24/1932	NGVD 29
1247.39	11/25/1932	NGVD 29
1247.39	11/26/1932	NGVD 29
1247.39	11/27/1932	NGVD 29
1247.39	11/28/1932	NGVD 29
1247.39	11/29/1932	NGVD 29
1247.4	11/30/1932	NGVD 29
1247.4	12/1/1932	NGVD 29
1247.4	12/2/1932	NGVD 29
1247.4	12/3/1932	NGVD 29
1247.4	12/4/1932	NGVD 29
1247.4	12/5/1932	NGVD 29
1247.41	12/6/1932	NGVD 29
1247.41	12/7/1932	NGVD 29
1247.42	12/8/1932	NGVD 29
1247.42	12/9/1932	NGVD 29
1247.42	12/10/1932	NGVD 29
1247.43	12/11/1932	NGVD 29
1247.43	12/12/1932	NGVD 29
1247.44	12/13/1932	NGVD 29
1247.44	12/14/1932	NGVD 29
1247.44	12/15/1932	NGVD 29
1247.44	12/16/1932	NGVD 29
1247.43	12/17/1932	NGVD 29
1247.43	12/18/1932	NGVD 29
1247.43	12/19/1932	NGVD 29
1247.43	12/20/1932	NGVD 29
1247.43	12/21/1932	NGVD 29
1247.42	12/22/1932	NGVD 29
1247.42	12/23/1932	NGVD 29
1247.42	12/24/1932	NGVD 29
1247.42	12/25/1932	NGVD 29
1247.42	12/26/1932	NGVD 29
1247.42	12/27/1932	NGVD 29
1247.43	12/28/1932	NGVD 29
1247.43	12/29/1932	NGVD 29
1247.43	12/30/1932	NGVD 29
1247.43	12/31/1932	NGVD 29
1247.43	1/1/1933	NGVD 29
1247.43	1/2/1933	NGVD 29
1247.43	1/3/1933	NGVD 29
1247.44	1/4/1933	NGVD 29
1247.44	1/5/1933	NGVD 29
1247.44	1/6/1933	NGVD 29
1247.44	1/7/1933	NGVD 29
1247.44	1/8/1933	NGVD 29
1247.44	1/9/1933	NGVD 29
1247.44	1/10/1933	NGVD 29
1247.45	1/11/1933	NGVD 29
1247.45	1/12/1933	NGVD 29
1247.45	1/13/1933	NGVD 29
1247.45	1/14/1933	NGVD 29
1247.45	1/15/1933	NGVD 29
1247.45	1/16/1933	NGVD 29
1247.46	1/17/1933	NGVD 29
1247.46	1/18/1933	NGVD 29
1247.46	1/19/1933	NGVD 29
1247.46	1/20/1933	NGVD 29
1247.46	1/21/1933	NGVD 29
1247.46	1/22/1933	NGVD 29
1247.46	1/23/1933	NGVD 29
1247.47	1/24/1933	NGVD 29
1247.47	1/25/1933	NGVD 29
1247.47	1/26/1933	NGVD 29
1247.47	1/27/1933	NGVD 29
1247.47	1/28/1933	NGVD 29
1247.47	1/29/1933	NGVD 29
1247.47	1/30/1933	NGVD 29
1247.48	1/31/1933	NGVD 29
1247.48	2/1/1933	NGVD 29
1247.48	2/2/1933	NGVD 29
1247.48	2/3/1933	NGVD 29
1247.48	2/4/1933	NGVD 29
1247.48	2/5/1933	NGVD 29
1247.48	2/6/1933	NGVD 29
1247.49	2/7/1933	NGVD 29
1247.49	2/8/1933	NGVD 29
1247.49	2/9/1933	NGVD 29
1247.49	2/10/1933	NGVD 29
1247.49	2/11/1933	NGVD 29
1247.49	2/12/1933	NGVD 29
1247.49	2/13/1933	NGVD 29
1247.5	2/14/1933	NGVD 29
1247.5	2/15/1933	NGVD 29
1247.5	2/16/1933	NGVD 29
1247.5	2/17/1933	NGVD 29
1247.5	2/18/1933	NGVD 29
1247.5	2/19/1933	NGVD 29
1247.5	2/20/1933	NGVD 29
1247.51	2/21/1933	NGVD 29
1247.51	2/22/1933	NGVD 29
1247.51	2/23/1933	NGVD 29
1247.51	2/24/1933	NGVD 29
1247.51	2/25/1933	NGVD 29
1247.51	2/26/1933	NGVD 29
1247.52	2/27/1933	NGVD 29
1247.52	2/28/1933	NGVD 29
1247.52	3/1/1933	NGVD 29
1247.52	3/2/1933	NGVD 29
1247.52	3/3/1933	NGVD 29
1247.52	3/4/1933	NGVD 29
1247.52	3/5/1933	NGVD 29
1247.53	3/6/1933	NGVD 29
1247.53	3/7/1933	NGVD 29
1247.53	3/8/1933	NGVD 29
1247.53	3/9/1933	NGVD 29
1247.53	3/10/1933	NGVD 29
1247.53	3/11/1933	NGVD 29
1247.53	3/12/1933	NGVD 29
1247.54	3/13/1933	NGVD 29
1247.54	3/14/1933	NGVD 29
1247.54	3/15/1933	NGVD 29
1247.54	3/16/1933	NGVD 29
1247.54	3/17/1933	NGVD 29
1247.54	3/18/1933	NGVD 29
1247.54	3/19/1933	NGVD 29
1247.55	3/20/1933	NGVD 29
1247.55	3/21/1933	NGVD 29
1247.55	3/22/1933	NGVD 29
1247.55	3/23/1933	NGVD 29
1247.55	3/24/1933	NGVD 29
1247.55	3/25/1933	NGVD 29
1247.55	3/26/1933	NGVD 29
1247.56	3/27/1933	NGVD 29
1247.56	3/28/1933	NGVD 29
1247.56	3/29/1933	NGVD 29
1247.56	3/30/1933	NGVD 29
1247.56	3/31/1933	NGVD 29
1247.56	4/1/1933	NGVD 29
1247.56	4/2/1933	NGVD 29
1247.57	4/3/1933	NGVD 29
1247.57	4/4/1933	NGVD 29
1247.57	4/5/1933	NGVD 29
1247.57	4/6/1933	NGVD 29
1247.57	4/7/1933	NGVD 29
1247.57	4/8/1933	NGVD 29
1247.57	4/9/1933	NGVD 29
1247.58	4/10/1933	NGVD 29
1247.58	4/11/1933	NGVD 29
1247.58	4/12/1933	NGVD 29
1247.58	4/13/1933	NGVD 29
1247.58	4/14/1933	NGVD 29
1247.58	4/15/1933	NGVD 29
1247.59	4/16/1933	NGVD 29
1247.59	4/17/1933	NGVD 29
1247.59	4/18/1933	NGVD 29
1247.59	4/19/1933	NGVD 29
1247.59	4/20/1933	NGVD 29
1247.59	4/21/1933	NGVD 29
1247.59	4/22/1933	NGVD 29
1247.6	4/23/1933	NGVD 29
1247.6	4/24/1933	NGVD 29
1247.6	4/25/1933	NGVD 29
1247.6	4/26/1933	NGVD 29
1247.6	4/27/1933	NGVD 29
1247.6	4/28/1933	NGVD 29
1247.6	4/29/1933	NGVD 29
1247.61	4/30/1933	NGVD 29
1247.61	5/1/1933	NGVD 29
1247.61	5/2/1933	NGVD 29
1247.61	5/3/1933	NGVD 29
1247.62	5/4/1933	NGVD 29
1247.64	5/5/1933	NGVD 29
1247.66	5/6/1933	NGVD 29
1247.68	5/7/1933	NGVD 29
1247.69	5/8/1933	NGVD 29
1247.7	5/9/1933	NGVD 29
1247.72	5/10/1933	NGVD 29
1247.74	5/11/1933	NGVD 29
1247.76	5/12/1933	NGVD 29
1247.78	5/13/1933	NGVD 29
1247.8	5/14/1933	NGVD 29
1247.82	5/15/1933	NGVD 29
1247.82	5/16/1933	NGVD 29
1247.84	5/17/1933	NGVD 29
1247.84	5/18/1933	NGVD 29
1247.85	5/19/1933	NGVD 29
1247.86	5/20/1933	NGVD 29
1247.86	5/21/1933	NGVD 29
1247.88	5/22/1933	NGVD 29
1247.9	5/23/1933	NGVD 29
1247.9	5/24/1933	NGVD 29
1247.9	5/25/1933	NGVD 29
1247.92	5/26/1933	NGVD 29
1247.93	5/27/1933	NGVD 29
1247.96	5/28/1933	NGVD 29
1248	5/29/1933	NGVD 29
1248.02	5/30/1933	NGVD 29
1248.04	5/31/1933	NGVD 29
1248.06	6/1/1933	NGVD 29
1248.06	6/2/1933	NGVD 29
1248.08	6/3/1933	NGVD 29
1248.08	6/4/1933	NGVD 29
1248.08	6/5/1933	NGVD 29
1248.1	6/6/1933	NGVD 29
1248.1	6/7/1933	NGVD 29
1248.1	6/8/1933	NGVD 29
1248.12	6/9/1933	NGVD 29
1248.12	6/10/1933	NGVD 29
1248.1	6/11/1933	NGVD 29
1248.1	6/12/1933	NGVD 29
1248.08	6/13/1933	NGVD 29
1248.06	6/14/1933	NGVD 29
1248.06	6/15/1933	NGVD 29
